NA|Casper Almore|Almore, Casper|||0|0|
Carl Jonas Love Almqvist|Carl Jonas Love Almqvist|Almqvist, C. J. L. (Carl Jonas Love), 1793-1866|1793-1866|1793-1866|1|1|Found: via dates
Hieronymus van Alphen|Hieronymus van Alphen|Alphen, Hieronymus van, 1746-1803|1746-1803|1746-1803|1|0|Found: via dates
NA|A. Alpheus|Alpheus, A.|||1|0|
NA|Louise d' Alq|Alq, Louise d', 1840?-1901?||1840-1901|1|0|
NA|bey Omar al-Raschid|al-Raschid, Omar, bey, -1910||-1910|1|0|
NA|Rasmus Larssen Alsaker|Alsaker, Rasmus Larssen, 1883-||1883-|0|0|
NA|Lawrence Van Alstyne|Alstyne, Lawrence Van|||1|0|
Ignacio Manuel Altamirano|Ignacio Manuel Altamirano|Altamirano, Ignacio Manuel, 1834-1893|1834-1893|1834-1893|1|1|Found: via dates
NA|A. von Schmidt auf Altenstadt|Altenstadt, A. von Schmidt auf|||1|0|
Joseph Alexander Altsheler|Joseph Alexander Altsheler|Altsheler, Joseph A. (Joseph Alexander), 1862-1919|1862-1919|1862-1919|33|1|Found: via dates
NA|Rahul Alvares|Alvares, Rahul|||1|0|
NA|Juan Alvarez Guerra|Alvarez Guerra, Juan, 1843-1905||1843-1905|0|0|
NA|Luis Prudencio Alvarez y Tejero|Alvarez y Tejero, Luis Prudencio|||1|0|
NA|Agustín Alvarez|Alvarez, Agustín, 1857-1914||1857-1914|0|0|
Fray Mocho|José Sixto Alvarez|Alvarez, José S. (José Sixto), 1858-1903|1858-1903|1858-1903|1|0|Found: via dates
NA|Ticul Alvarez|Alvarez, Ticul, 1935-2001||1935-2001|0|0|
NA|Margaret Blake Alverson|Alverson, Margaret Blake, 1836-1923||1836-1923|0|0|
NA|Ismael Alberto Amado|Amado, Ismael Alberto|||1|0|
Michele Amari|Michele Amari|Amari, Michele, 1806-1889|1806-1889|1806-1889|1|0|Found: via dates
NA|Mark Ambient|Ambient, Mark, 1860-1937||1860-1937|0|0|
NA|Henry Lovejoy Ambler|Ambler, Henry Lovejoy, 1843-1924||1843-1924|0|0|
Ambrose|Saint Ambrose|Ambrose, Saint, Bishop of Milan, -397|4thC-397|-397|1|1|Found: via template
Zoltán Ambrus|Zoltán Ambrus|Ambrus, Zoltán, 1861-1932|1861-1932|1861-1932|4|0|Found: via dates
Émile Amélineau|Emile Amélineau|Amélineau, E. (Emile), 1850-1915|1850-1915|1850-1915|3|0|Found: via dates
NA|Amerel|Amerel|||1|0|
American Anti-Slavery Society|American Anti-Slavery Society|American Anti-Slavery Society|||5|1|Found: via work_scan OpenL
American Book Company (1890)|American Book Company|American Book Company|||1|0|Found: via manual
NA|American Concert Orchestra|American Concert Orchestra|||1|0|
NA|American lady|American lady|||1|0|Possible Type 1: American painted lady
American School of Correspondence|American School of Correspondence|American School of Correspondence|||2|0|Found: via manual
American Missionary Fellowship|American Sunday-School Union|American Sunday-School Union|||1|0|Found: via manual
American Tract Society|American Tract Society|American Tract Society|||3|0|Found: via work_scan WParticle
NA|Azel Ames|Ames, Azel, 1845-1908||1845-1908|0|0|
NA|Joseph Bushnell Ames|Ames, Joseph Bushnell, 1878-1928||1878-1928|0|0|
NA|Nathaniel Ames|Ames, N. (Nathaniel), 1796-1835||1796-1835|1|0|
Henri-Frédéric Amiel|Henri Frédéric Amiel|Amiel, Henri Frédéric, 1821-1881|1821-1881|1821-1881|1|0|Found: via dates
Amir Khusrow|Amir Khusraw Dihlavi|Amir Khusraw Dihlavi, 1253?-1325|1253-1325|1253-1325|1|0|Found: via dates
Johann Konrad Ammann|Johann Conrad Amman|Amman, Johann Conrad, 1669-1724|1669-1724|1669-1724|1|0|Found: via dates
Ammianus Marcellinus|Ammianus Marcellinus|Ammianus Marcellinus|4thC-||1|0|Found: via work_scan OpenL
NA|Ammyeetis|Ammyeetis, 1835-||1835-|0|0|
Francisco Gomes de Amorim|Francisco Gomes de Amorim|Amorim, Francisco Gomes de, 1827-1891|1827-1891|1827-1891|1|0|Found: via dates
NA|Flora Ross Amos|Amos, Flora Ross, 1881-||1881-|1|0|
NA|Lennox Amott|Amott, Lennox|||1|0|
NA|Willem van Amsterdam|Amsterdam, Willem van|||1|0|
Roald Amundsen|Roald Amundsen|Amundsen, Roald, 1872-1928|1872-1928|1872-1928|6|1|Found: via dates
Anacreon|Anacreon|Anacreon|580s-485||1|0|Found: via work_scan OpenL
José de Anchieta|José de Anchieta|Anchieta, José de, 1534-1597|1534-1597|1534-1597|1|1|Found: via dates
Charles Ancillon|Charles Ancillon|Ancillon, Charles, 1659-1715|1659-1715|1659-1715|1|1|Found: via dates
Władysław Ludwik Anczyc|Władysław Ludwik Anczyc|Anczyc, Wł. L. (Władysław Ludwik), 1823-1883|1823-1883|1823-1883|1|0|Found: via dates
Martin Andersen Nexø|Martin Andersen Nexø|Andersen Nexø, Martin, 1869-1954|1869-1954|1869-1954|6|1|Found: via dates
Hans Christian Andersen|Hans Christian Andersen|Andersen, H. C. (Hans Christian), 1805-1875|1805-1875|1805-1875|23|0|Found: via dates
NA|Kenneth W. Andersen|Andersen, Kenneth W.|||1|0|
NA|Ada Woodruff Anderson|Anderson, Ada Woodruff, 1860-||1860-|1|0|
NA|Andrew A. Anderson|Anderson, Andrew A.|||1|0|
Benjamin Anderson|Benjamin McAlester Anderson|Anderson, Benjamin M. (Benjamin McAlester), 1886-1949|1886-1949|1886-1949|2|0|Found: via dates
NA|David Allen Anderson|Anderson, David Allen|||1|0|
NA|Elizabeth Anderson|Anderson, Elizabeth|||1|0|Possible Type 1: Multiple matches see log file
NA|Ellen Anderson|Anderson, Ellen|||1|0|False Positive: Ellen Anderson
NA|Frank B. Anderson|Anderson, Frank B., 1863-1935||1863-1935|0|0|
NA|Frederick Irving Anderson|Anderson, Frederick Irving, 1877-1947||1877-1947|0|0|
Isabel Weld Perkins|Isabel Anderson|Anderson, Isabel|1877-1949||4|1|Found: via work_scan WParticle WLH
Karen Anderson (writer)|Karen Anderson|Anderson, Karen|||1|0|Found: manual
NA|Marilyn D. Anderson|Anderson, Marilyn D.|||1|0|
NA|Mary Evarts Anderson|Anderson, Mary E. (Mary Evarts), 1838-1905||1838-1905|0|0|
Nephi Anderson|Nephi Anderson|Anderson, Nephi, 1865-1923|1865-1923|1865-1923|4|1|Found: via dates
Poul Anderson|Poul Anderson|Anderson, Poul, 1926-2001|1926-2001|1926-2001|7|1|Found: via dates
NA|M.A. Robert Edward Anderson|Anderson, Robert E. (Robert Edward), M.A., F.A.S.|||1|0|
NA|Robert Gordon Anderson|Anderson, Robert Gordon, 1881-||1881-|2|0|
Rufus Anderson|Rufus Anderson|Anderson, Rufus, 1796-1880|1796-1880|1796-1880|2|1|Found: via dates
Sherwood Anderson|Sherwood Anderson|Anderson, Sherwood, 1876-1941|1876-1941|1876-1941|6|1|Found: via dates
NA|Sydney Anderson|Anderson, Sydney, 1927-||1927-|7|0|Possible Type 2: Sydney Anderson (British politician)
Thomas Anderson (chemist)|Thomas Anderson|Anderson, Thomas, 1819-1874|1819-1874|1819-1874|1|1|Found: via dates
Dan Andersson|Dan Andersson|Andersson, Dan, 1888-1920|1888-1920|1888-1920|1|0|Found: via dates
NA|Thomas Anderton|Anderton, Thomas, 1836-1903||1836-1903|1|0|
NA|Alfredo Freire de Andrade|Andrade, Alfredo Freire de|||1|0|
NA|José Ignacio de Andrade|Andrade, José Ignacio de, 1780-1863||1780-1863|0|0|
NA|Andreas Andreadis|Andreadis, Andreas, 1876-1935||1876-1935|0|0|
Lou Andreas-Salomé|Lou Andreas-Salomé|Andreas-Salomé, Lou, 1861-1937|1861-1937|1861-1937|1|1|Found: via dates
Richard Andree|Richard Andree|Andree, Richard, 1835-1912|1835-1912|1835-1912|1|0|Found: via dates
Christopher Columbus Andrews|Christopher Columbus Andrews|Andrews, C. C. (Christopher Columbus), 1829-1922|1829-1922|1829-1922|2|1|Found: via dates
Charles McLean Andrews|Charles McLean Andrews|Andrews, Charles McLean, 1863-1943|1863-1943|1863-1943|2|0|Found: via dates
NA|Clarence Leroy Andrews|Andrews, Clarence Leroy, 1862-1948||1862-1948|0|0|
Elisha Andrews|Elisha Benjamin Andrews|Andrews, Elisha Benjamin, 1844-1917|1844-1917|1844-1917|6|1|Found: via dates
NA|Elizabeth Andrews|Andrews, Elizabeth|||1|0|False Positive: Elizabeth Andrews
Jane Andrews (author)|Jane Andrews|Andrews, Jane, 1833-1887|1833-1887|1833-1887|3|1|Found: via dates
Mary Raymond Shipman Andrews|Mary Raymond Shipman Andrews|Andrews, Mary Raymond Shipman, 1860-1936|1860-1936|1860-1936|6|1|Found: via dates
NA|Matthew Page Andrews|Andrews, Matthew Page|||1|0|
Roy Chapman Andrews|Roy Chapman Andrews|Andrews, Roy Chapman, 1884-1960|1884-1960|1884-1960|1|1|Found: via dates
NA|Silas M. Andrews|Andrews, Silas M.|||1|0|
NA|William Andrews|Andrews, William, 1848-1908||1848-1908|0|0|
Leonid Andreyev|Leonid Andreyev|Andreyev, Leonid, 1871-1919|1871-1919|1871-1919|7|1|Found: via dates
NA|Pieter Jacob Andriessen|Andriessen, P. J. (Pieter Jacob), 1815-1877||1815-1877|0|0|
Aneirin|Aneirin|Aneirin|||1|1|Found: via work_scan WParticle
Jean Schopfer|Claude Anet|Anet, Claude, 1868-1931|1868-1931|1868-1931|1|0|Found: via dates
Hermanus Angelkot junior|Hermannus Angelkot|Angelkot, Hermannus, 1688-1727|1688-1727|1688-1727|1|1|Found: via dates
Norman Angell|Norman Angell|Angell, Norman, 1874-1967|1872-1967|1874-1967|3|1|Found: via work_scan OpenL
Auguste Angellier|Auguste Angellier|Angellier, Auguste, 1847-1911|1848-1911|1847-1911|2|0|Found: via work_scan OpenL
Marion Polk Angellotti|Marion Polk Angellotti|Angellotti, Marion Polk, 1887-|1887-1979|1887-|1|0|Found: via work_scan OpenL
Peter Martyr d'Anghiera|Pietro Martire d' Anghiera|Anghiera, Pietro Martire d', 1457-1526|1457-1526|1457-1526|1|1|Found: via dates
Joseph Anglade|Joseph Anglade|Anglade, Joseph, 1868-1930|1868-1930|1868-1930|1|1|Found: via dates
NA|Dávid Angyal|Angyal, Dávid, 1857-1943||1857-1943|0|0|
Nelson Annandale|Nelson Annandale|Annandale, Nelson|1876-1924||1|0|Found: via work_scan OpenL
NA|Charles Annesley|Annesley, Charles, pseud.|||1|0|
Peter Annet|Peter Annet|Annet, Peter, 1693-1769|1693-1769|1693-1769|1|0|Found: via dates
NA|Charalambos Anninos|Anninos, Charalambos, 1852-1934||1852-1934|0|0|
NA|A-No. 1|A-No. 1, 1872-1944||1872-1944|0|0|
NA|Anonymous|Anonymous|||673|0|
Cap Anson|Adrian Constantine Anson|Anson, Adrian Constantine, 1852-1922|1852-1922|1852-1922|1|0|Found: via dates
Thomas Anstey Guthrie|F. Anstey|Anstey, F., 1856-1934|1856-1934|1856-1934|16|1|Found: via dates
Francis E. Anstie|Francis E. Anstie|Anstie, Francis E., 1833-1874|1833-1874|1833-1874|1|0|Found: via dates
NA|Eve Destantins Anthony|Anthony, Eve Destantins|||0|0|
NA|Wilder Anthony|Anthony, Wilder|||1|0|
Mary Antin|Mary Antin|Antin, Mary, 1881-1949|1881-1949|1881-1949|3|1|Found: via dates
NA|Antoine Antoine|Antoine, A. (Antoine), 1776-1836||1776-1836|1|0|
NA|Camillo Antona-Traversi|Antona-Traversi, Camillo|||1|0|
NA|Selma Anttila|Anttila, Selma, 1867-1942||1867-1942|0|0|
Edward Anwyl|Edward Anwyl|Anwyl, E. (Edward), 1866-1914|1866-1914|1866-1914|1|1|Found: via dates
Ludwig Anzengruber|Ludwig Anzengruber|Anzengruber, Ludwig, 1839-1889|1839-1889|1839-1889|3|1|Found: via dates
William Apess|William Apess|Apess, William, 1798-1839|1798-1839|1798-1839|1|1|Found: via dates
NA|Austin Craig Apgar|Apgar, A. C. (Austin Craig), 1838-1908||1838-1908|0|0|
Apicius|Apicius|Apicius|||2|0|Found: via work_scan OpenL
NA|Fannie Louise Apjohn|Apjohn, Fannie Louise|||0|0|
Guillaume Apollinaire|Guillaume Apollinaire|Apollinaire, Guillaume, 1880-1918|1880-1918|1880-1918|3|1|Found: via dates
Apollonius of Rhodes|Rhodius Apollonius|Apollonius, Rhodius|3rdC-||2|1|Found: via work_scan OpenL
NA|Pavel Natanovich Apostol|Apostol, P. N. (Pavel Natanovich), 1872-1942||1872-1942|0|0|
George Latimer Apperson|George Latimer Apperson|Apperson, George Latimer, 1857-1937|1857-1937|1857-1937|1|0|Found: via dates
NA|Everard Jack Appleton|Appleton, Everard Jack, 1872-1931||1872-1931|0|0|
NA|Honor C. Appleton|Appleton, Honor C., 1879-1951||1879-1951|0|0|
Samuel Appleton (merchant)|Samuel Appleton|Appleton, Samuel, 1766-1853|1766-1853|1766-1853|1|0|Found: via dates
Victor Appleton|II Victor Appleton|Appleton, Victor, II|||3|0|Found: via manual
Victor Appleton|Victor Appleton|Appleton, Victor|||32|1|Found: via work_scan OpenL
NA|Arthur Applin|Applin, Arthur|||2|0|
Apuleius|Apuleius|Apuleius|125-180||2|1|Found: via work_scan OpenL
Arachne|Arachne|Arachne|||1|0|Found: via work_scan OpenL
François Arago|François Arago|Arago, François, 1786-1853|1786-1853|1786-1853|1|1|Found: via dates
Tullia d'Aragona|Tullia d' Aragona|Aragona, Tullia d', 1510?-1556|1510s-1564|1510-1556|1|1|Found: via work_scan OpenL
NA|Francisco Hernández Arana Xajilá|Arana Xajilá, Francisco Hernández, 1502?-1581||1502-1581|1|0|Possible Type 1: Annals of the Cakchiquels
NA|Hemeterio Arantes|Arantes, Hemeterio|||0|0|
János Arany|János Arany|Arany, János|1817-1882||1|0|Found: via work_scan OpenL
NA|László Arany|Arany, László, 1844-1898||1844-1898|0|0|
NA|Joaquim de Araújo|Araújo, Joaquim de, 1858-1917||1858-1917|0|0|
Jakub Arbes|Jakub Arbes|Arbes, Jakub, 1840-1914|1840-1914|1840-1914|1|1|Found: via dates
Forster Fitzgerald Arbuthnot|F. F. Arbuthnot|Arbuthnot, F. F., 1833-1901|1833-1901|1833-1901|1|1|Found: via dates
George Arbuthnot (politician)|George Arbuthnot|Arbuthnot, George, 1836-1912|1836-1912|1836-1912|1|1|Found: via dates
John Arbuthnot|John Arbuthnot|Arbuthnot, John, 1667-1735|1667-1735|1667-1735|1|1|Found: via dates
NA|Charles J. Archard|Archard, Charles J.|||1|0|
NA|Effie Archer Archer|Archer, Effie Archer|||1|0|
NA|Jean C. Archer|Archer, Jean C.|||2|0|
NA|Lee Archer|Archer, Lee|||1|0|
NA|Richard Archer|Archer, Richard|||1|0|False Positive: Richard Archer
NA|Thomas Archer|Archer, Thomas, 1830-1893||1830-1893|1|0|Possible Type 2: Thomas Archer
NA|William George Archer|Archer, W. G. (William George), 1907-1979||1907-1979|0|0|
William Archer (critic)|William Archer|Archer, William, 1856-1924|1856-1924|1856-1924|3|1|Found: via dates
NA|Joe Archibald|Archibald, Joe, 1898-1989||1898-1989|0|0|
Raymond Clare Archibald|Raymond Clare Archibald|Archibald, Raymond Clare, 1875-1955|1875-1955|1875-1955|1|0|Found: via dates
Archimedes|Archimedes|Archimedes, 280? BC-211? BC||280-211|1|0|Found: via manual
Ardant du Picq|Charles Jean Jacques Joseph Ardant du Picq|Ardant du Picq, Charles Jean Jacques Joseph, 1821-1870|1819-1870|1821-1870|1|0|Found: via work_scan OpenL
NA|Henri Ardel|Ardel, Henri, 1863-1938||1863-1938|1|0|
Paul Arène|Paul Arène|Arène, Paul|1843-1896||1|1|Found: via work_scan OpenL
Pietro Aretino|Pietro Aretino|Aretino, Pietro|1492-1556||1|0|Found: via work_scan OpenL
NA|Argentina. Ministry of Agriculture|Argentina. Ministry of Agriculture|||1|0|
John Campbell, 9th Duke of Argyll|John Douglas Sutherland Campbell|Argyll, John Douglas Sutherland Campbell, Duke of, 1845-1914|1845-1914|1845-1914|1|1|Found: via dates
NA|Francisco Gavino de Arias|Arias, Francisco Gavino de|||1|0|
NA|Ariel|Ariel, 1799-1883||1799-1883|1|0|
Ludovico Ariosto|Lodovico Ariosto|Ariosto, Lodovico, 1474-1533|1474-1533|1474-1533|2|1|Found: via dates
Ernest Aris|Ernest Alfred Aris|Aris, Ernest A. (Ernest Alfred), 1882-1963|1882-1963|1882-1963|1|0|Found: via dates
Aristophanes|Aristophanes|Aristophanes, 446? BC-385? BC|446-386|446-385|16|1|Found: via work_scan OpenL
Aristotle|Aristotle|Aristotle, 384 BC-322 BC|384-322|384-322|15|0|Found: via work_scan OpenL
Michael Arlen|Michael Arlen|Arlen, Michael|1895-1956||1|0|Found: via work_scan OpenL
NA|John Thomas Arlidge|Arlidge, John Thomas, 1822-1899||1822-1899|0|0|
NA|A. Armando|Armando, A.|||1|0|
NA|Wilson Armistead|Armistead, Wilson|||2|0|
NA|R. B. Armitage|Armitage, R. B.|||1|0|
NA|Mary L. Armitt|Armitt, Mary L.|||1|0|
Rebecca Agatha Armour|Rebecca Agatha Armour|Armour, Rebecca Agatha, 1846?-1891|1845-1891|1846-1891|2|1|Found: via work_scan OpenL
NA|H. S. Armstrong|Armstrong, H. S.|||1|0|
Antoine-Vincent Arnault|Antoine-Vincent Arnault|Arnault, A.-V. (Antoine-Vincent), 1766-1834|1766-1834|1766-1834|4|0|Found: via dates
NA|Robert Arnault|Arnault, Robert|||1|0|
Ernst Moritz Arndt|Ernst Moritz Arndt|Arndt, Ernst Moritz, 1769-1860|1769-1860|1769-1860|2|1|Found: via dates
Johann Arndt|Johann Arndt|Arndt, Johann, 1555-1621|1555-1621|1555-1621|1|0|Found: via dates
NA|Margaret Arndt|Arndt, Margaret|||1|0|
NA|George Byron Louis Arner|Arner, George B. Louis (George Byron Louis), 1883-1952||1883-1952|0|0|
Ludwig Achim von Arnim|Freiherr von Ludwig Achim Arnim|Arnim, Ludwig Achim, Freiherr von, 1781-1831|1781-1831|1781-1831|1|1|Found: via dates
NA|Allan Arnold|Arnold, Allan|||1|0|
NA|Augusta Foote Arnold|Arnold, Augusta Foote|||1|0|
Edwin Lester Arnold|Edwin Lester Linden Arnold|Arnold, Edwin Lester Linden, 1857-1935|1857-1935|1857-1935|1|1|Found: via dates
Edwin Arnold|Edwin Arnold|Arnold, Edwin, Sir, 1832-1904|1832-1904|1832-1904|2|1|Found: via dates
NA|Gertrude Weld Arnold|Arnold, Gertrude Weld|||1|0|
Hugh Arnold|Hugh Arnold|Arnold, Hugh|1872-1915||1|0|Found: via work_scan OpenL
Isaac N. Arnold|Isaac Newton Arnold|Arnold, Isaac Newton|1815-1884||1|0|Found: via work_scan OpenL
Matthew Arnold|Matthew Arnold|Arnold, Matthew, 1822-1888|1822-1888|1822-1888|6|1|Found: via dates
NA|Robert Arnold|Arnold, Robert|||1|0|False Positive: Robert Arnold
Samuel James Arnold|Samuel James Arnold|Arnold, Samuel James, 1774-1852|1774-1852|1774-1852|1|0|Found: via dates
Thomas Arnold|Thomas Arnold|Arnold, Thomas, 1795-1842|1795-1842|1795-1842|1|1|Found: via dates
William Arnot (preacher)|William Arnot|Arnot, William, 1808-1875|1808-1875|1808-1875|1|0|Found: via dates
NA|Samuel Arnott|Arnott, Samuel, 1852-1930||1852-1930|0|0|
NA|Stephen Arr|Arr, Stephen, 1921-2012||1921-2012|0|0|
Manuel de Arriaga|Manuel de Arriaga|Arriaga, Manuel de, 1840-1917|1840-1917|1840-1917|1|1|Found: via dates
NA|Cletto Arrighi|Arrighi, Cletto, 1830-1906||1830-1906|0|0|
NA|Felipe Arroyo de la Cuesta|Arroyo de la Cuesta, Felipe, -1842||-1842|1|0|
NA|Juan Lauro Arsciwals|Arsciwals, Juan Lauro|||0|0|
NA|S.  of Art|Art, Mr. S. Mr. of|||1|0|
NA|Maria Arthington|Arthington, Maria|||1|0|
Chester A. Arthur|Chester Alan Arthur|Arthur, Chester Alan, 1829-1886|1829-1886|1829-1886|1|1|Found: via dates
NA|Frances Browne Arthur|Arthur, Frances Browne|||1|0|
NA|James Arthur|Arthur, James|||1|0|Possible Type 1: Multiple matches see log file
Robert Arthur, Jr.|Robert Arthur|Arthur, Robert, 1909-1969|1909-1969|1909-1969|3|1|Found: via dates
Timothy Shay Arthur|Timothy Shay Arthur|Arthur, T. S. (Timothy Shay), 1809-1885|1809-1885|1809-1885|31|1|Found: via dates
Mikhail Artsybashev|Mikhail Artsybashev|Artsybashev, M. (Mikhail), 1878-1927|1878-1927|1878-1927|1|1|Found: via dates
NA|Louis Arundel|Arundel, Louis|||7|0|
NA|M. Dale Arvey|Arvey, M. Dale|||2|0|
Peter Christen Asbjørnsen|Peter Christen Asbjørnsen|Asbjørnsen, Peter Christen, 1812-1885|1812-1885|1812-1885|2|1|Found: via dates
Roger Ascham|Roger Ascham|Ascham, Roger, 1515-1568|1510s-1568|1515-1568|1|1|Found: via work_scan OpenL
NA|Fenton Ash|Ash, Fenton, 1840-1927||1840-1927|0|0|
Joseph Ashby-Sterry|Joseph Ashby-Sterry|Ashby-Sterry, Joseph|1836-1917||1|0|Found: via work_scan OpenL
NA|Charles H. Ashdown|Ashdown, Charles H.|||1|0|
NA|Edward David Ashe|Ashe, E. D. (Edward David), 1813-1895||1813-1895|0|0|
Daisy Ashford|Daisy Ashford|Ashford, Daisy, 1881-1972|1881-1972|1881-1972|1|1|Found: via dates
NA|George Thomas Ashley|Ashley, George T. (George Thomas)|||1|0|
NA|Annie Ashmore|Ashmore, Annie|||1|0|
NA|Otis Ashmore|Ashmore, Otis, 1853-||1853-|1|0|
NA|John Ashton|Ashton, John, 1834-1911||1834-1911|0|0|
William Taylor Adams|Warren T. Ashton|Ashton, Warren T., 1822-1897|1822-1897|1822-1897|1|1|Found: via dates
Pauline Ashwell|Pauline Ashwell|Ashwell, Pauline, 1928-|1928-|1928-|1|0|Found: via work_scan OpenL
Isaac Asimov|Isaac Asimov|Asimov, Isaac, 1920-1992|1919-1992|1920-1992|1|1|Found: via work_scan OpenL
Adam Asnyk|Adam Asnyk|Asnyk, Adam, 1838-1897|1838-1897|1838-1897|1|1|Found: via dates
James Aspinall|James Aspinall|Aspinall, James|-1861||1|0|Found: via work_scan OpenL
Margot Asquith, Countess of Oxford and Asquith|Margot Asquith|Asquith, Margot, 1864-1945|1864-1945|1864-1945|2|1|Found: via dates
NA|Eva Wilhelmina Asscher|Asscher, Eva Wilhelmina, 1867-1940||1867-1940|0|0|
Machado de Assis|Machado de Assis|Assis, Machado de, 1839-1908|1839-1908|1839-1908|1|0|Found: via dates
NA|Eduard Philibert Assmuss|Assmuss, Eduard Philibert, 1838-||1838-|0|0|
American Railway Association|American Railway Association|Association, American Railway|||1|0|Found: via manual
NA|Florida State Live Stock Association|Association, Florida State Live Stock|||1|0|
NA|Alfred Assollant|Assollant, Alfred, 1827-1886||1827-1886|0|0|
John Jacob Astor IV|John Jacob Astor|Astor, John Jacob, 1864-1912|1864-1912|1864-1912|1|0|Found: via dates
Astronomical Society of the Pacific|Astronomical Society of the Pacific|Astronomical Society of the Pacific|||1|0|Found: via work_scan OpenL
Athanasius of Alexandria|Patriarch of Alexandria Saint Athanasius|Athanasius, Saint, Patriarch of Alexandria, -373||-373|2|0|Found: via manual
Athenaeus|Athenæus|Athenæus|2ndC-3rdC||1|0|Found: via work_scan OpenL
Gertrude Atherton|Gertrude Franklin Horn Atherton|Atherton, Gertrude Franklin Horn, 1857-1948|1857-1948|1857-1948|19|1|Found: via dates
NA|William Atherton|Atherton, William|||1|0|False Positive: William Atherton 
NA|Elizabeth Atkins|Atkins, Elizabeth, 1891-||1891-|1|0|
NA|Gaius Glenn Atkins|Atkins, Gaius Glenn, 1868-1956||1868-1956|0|0|
Smith D. Atkins|Smith D Atkins|Atkins, Smith D|1836-1913||1|0|Found: via work_scan OpenL
Eleanor Stackhouse Atkinson|Eleanor Atkinson|Atkinson, Eleanor, 1863-1942|1863-1942|1863-1942|1|1|Found: via dates
George Francis Atkinson|George Francis Atkinson|Atkinson, George Francis, 1854-1918|1854-1918|1854-1918|1|0|Found: via dates
NA|J. Beavington Atkinson|Atkinson, J. Beavington, 1822-1886||1822-1886|0|0|
William Walker Atkinson|William Walker Atkinson|Atkinson, William Walker, 1862-1932|1862-1932|1862-1932|19|1|Found: via dates
